,material,exp_label,elements,A,B,X,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO
527,RbCaCl3,1.0,"['Rb', 'Ca', 'Cl']",Rb,Ca,Cl,1.72,1.0,1.81,1,2,-1,0.82,1.0,3.16,1.72,0.5524861878453039,0.9502762430939226,-2.3400000000000003,-2.16,-2.62,-2.44
528,SmScO3,1.0,"['Sm', 'Sc', 'O']",Sm,Sc,O,1.24,0.745,1.4,3,3,-2,1.17,1.36,3.44,1.6644295302013423,0.5321428571428571,0.8857142857142858,-2.27,-2.08,-2.27,-2.08
529,SrSnS3,0.0,"['Sr', 'Sn', 'S']",Sr,Sn,S,1.44,0.69,1.84,2,4,-2,0.95,1.96,2.58,2.0869565217391304,0.37499999999999994,0.7826086956521738,-1.6300000000000001,-0.6200000000000001,-2.49,-1.48
530,SrSiO3,0.0,"['Sr', 'Si', 'O']",Sr,Si,O,1.44,0.4,1.4,2,4,-2,0.95,1.9,3.44,3.5999999999999996,0.28571428571428575,1.0285714285714287,-2.49,-1.54,-2.49,-1.54
531,NaFeF3,1.0,"['Na', 'Fe', 'F']",Na,Fe,F,1.39,0.78,1.33,1,2,-1,0.93,1.83,3.98,1.782051282051282,0.5864661654135338,1.045112781954887,-3.05,-2.15,-2.51,-1.6099999999999999
532,BiFeO3,1.0,"['Bi', 'Fe', 'O']",Bi,Fe,O,1.17,0.645,1.4,3,3,-2,2.02,1.83,3.44,1.813953488372093,0.46071428571428574,0.8357142857142857,-1.42,-1.6099999999999999,-1.42,-1.6099999999999999
533,CsMgCl3,0.0,"['Cs', 'Mg', 'Cl']",Cs,Mg,Cl,1.88,0.72,1.81,1,2,-1,0.79,1.31,3.16,2.611111111111111,0.39779005524861877,1.0386740331491713,-2.37,-1.85,-2.65,-2.13
534,SmMnO3,1.0,"['Sm', 'Mn', 'O']",Sm,Mn,O,1.24,0.645,1.4,3,3,-2,1.17,1.55,3.44,1.9224806201550386,0.46071428571428574,0.8857142857142858,-2.27,-1.89,-2.27,-1.89
535,NaCdCl3,0.0,"['Na', 'Cd', 'Cl']",Na,Cd,Cl,1.39,0.95,1.81,1,2,-1,0.93,1.69,3.16,1.463157894736842,0.5248618784530387,0.7679558011049723,-2.23,-1.4700000000000002,-2.51,-1.75
536,CoMnO3,0.0,"['Co', 'Mn', 'O']",Co,Mn,O,0.9,0.53,1.4,2,4,-2,1.88,1.55,3.44,1.6981132075471699,0.3785714285714286,0.6428571428571429,-1.56,-1.89,-1.56,-1.89
537,BaGeO3,0.0,"['Ba', 'Ge', 'O']",Ba,Ge,O,1.61,0.53,1.4,2,4,-2,0.89,2.01,3.44,3.0377358490566038,0.3785714285714286,1.1500000000000001,-2.55,-1.4300000000000002,-2.55,-1.4300000000000002
538,LaVO3,1.0,"['La', 'V', 'O']",La,V,O,1.36,0.64,1.4,3,3,-2,1.1,1.63,3.44,2.125,0.4571428571428572,0.9714285714285715,-2.34,-1.81,-2.34,-1.81
539,NaZnCl3,0.0,"['Na', 'Zn', 'Cl']",Na,Zn,Cl,1.39,0.74,1.81,1,2,-1,0.93,1.65,3.16,1.8783783783783783,0.4088397790055249,0.7679558011049723,-2.23,-1.5100000000000002,-2.51,-1.79
540,NaUO3,1.0,"['Na', 'U', 'O']",Na,U,O,1.39,0.76,1.4,1,5,-2,0.93,1.38,3.44,1.8289473684210524,0.5428571428571429,0.9928571428571429,-2.51,-2.06,-2.51,-2.06
541,RbDyI3,1.0,"['Rb', 'Dy', 'I']",Rb,Dy,I,1.72,1.07,2.2,1,2,-1,0.82,1.22,2.66,1.6074766355140186,0.48636363636363633,0.7818181818181817,-1.8400000000000003,-1.4400000000000002,-2.62,-2.2199999999999998
542,NdVO3,1.0,"['Nd', 'V', 'O']",Nd,V,O,1.27,0.64,1.4,3,3,-2,1.14,1.63,3.44,1.984375,0.4571428571428572,0.9071428571428573,-2.3,-1.81,-2.3,-1.81
543,YInO3,0.0,"['Y', 'In', 'O']",Y,In,O,1.075,0.8,1.4,3,3,-2,1.22,1.78,3.44,1.3437499999999998,0.5714285714285715,0.7678571428571429,-2.2199999999999998,-1.66,-2.2199999999999998,-1.66
544,CsNiI3,0.0,"['Cs', 'Ni', 'I']",Cs,Ni,I,1.88,0.69,2.2,1,2,-1,0.79,1.91,2.66,2.7246376811594204,0.3136363636363636,0.8545454545454544,-1.87,-0.7500000000000002,-2.65,-1.53
545,RbIO3,1.0,"['Rb', 'I', 'O']",Rb,I,O,1.72,0.95,1.4,1,5,-2,0.82,2.66,3.44,1.8105263157894738,0.6785714285714286,1.2285714285714286,-2.62,-0.7799999999999998,-2.62,-0.7799999999999998
546,SmBO3,0.0,"['Sm', 'B', 'O']",Sm,B,O,1.24,0.27,1.4,3,3,-2,1.17,2.04,3.44,4.592592592592593,0.1928571428571429,0.8857142857142858,-2.27,-1.4,-2.27,-1.4
547,TlVO3,0.0,"['Tl', 'V', 'O']",Tl,V,O,0.98,0.64,1.4,3,3,-2,1.62,1.63,3.44,1.53125,0.4571428571428572,0.7000000000000001,-1.8199999999999998,-1.81,-1.8199999999999998,-1.81
548,CrBO3,0.0,"['Cr', 'B', 'O']",Cr,B,O,0.615,0.27,1.4,3,3,-2,1.66,2.04,3.44,2.2777777777777777,0.1928571428571429,0.43928571428571433,-1.78,-1.4,-1.78,-1.4
549,BaCoO3,0.0,"['Ba', 'Co', 'O']",Ba,Co,O,1.61,0.53,1.4,2,4,-2,0.89,1.88,3.44,3.0377358490566038,0.3785714285714286,1.1500000000000001,-2.55,-1.56,-2.55,-1.56
550,NaCaF3,0.0,"['Na', 'Ca', 'F']",Na,Ca,F,1.39,1.0,1.33,1,2,-1,0.93,1.0,3.98,1.39,0.7518796992481203,1.045112781954887,-3.05,-2.98,-2.51,-2.44
551,TlMnI3,0.0,"['Tl', 'Mn', 'I']",Tl,Mn,I,1.7,0.83,2.2,1,2,-1,1.62,1.55,2.66,2.0481927710843375,0.3772727272727272,0.7727272727272726,-1.04,-1.11,-1.8199999999999998,-1.89
552,LiReO3,0.0,"['Li', 'Re', 'O']",Li,Re,O,0.92,0.58,1.4,1,5,-2,0.98,1.9,3.44,1.5862068965517244,0.41428571428571426,0.6571428571428573,-2.46,-1.54,-2.46,-1.54
553,CoSeO3,0.0,"['Co', 'Se', 'O']",Co,Se,O,0.9,0.5,1.4,2,4,-2,1.88,2.55,3.44,1.8,0.35714285714285715,0.6428571428571429,-1.56,-0.8900000000000001,-1.56,-0.8900000000000001
554,ErVO3,1.0,"['Er', 'V', 'O']",Er,V,O,1.062,0.64,1.4,3,3,-2,1.24,1.63,3.44,1.659375,0.4571428571428572,0.7585714285714287,-2.2,-1.81,-2.2,-1.81
555,KFeCl3,1.0,"['K', 'Fe', 'Cl']",K,Fe,Cl,1.64,0.78,1.81,1,2,-1,0.82,1.83,3.16,2.102564102564102,0.430939226519337,0.9060773480662982,-2.3400000000000003,-1.33,-2.62,-1.6099999999999999
556,CeTmS3,0.0,"['Ce', 'Tm', 'S']",Ce,Tm,S,1.34,0.88,1.84,3,3,-2,1.12,1.25,2.58,1.5227272727272727,0.47826086956521735,0.7282608695652174,-1.46,-1.33,-2.32,-2.19
557,BiInO3,1.0,"['Bi', 'In', 'O']",Bi,In,O,1.17,0.8,1.4,3,3,-2,2.02,1.78,3.44,1.4625,0.5714285714285715,0.8357142857142857,-1.42,-1.66,-1.42,-1.66
558,SmYO3,0.0,"['Sm', 'Y', 'O']",Sm,Y,O,1.24,0.9,1.4,3,3,-2,1.17,1.22,3.44,1.3777777777777778,0.6428571428571429,0.8857142857142858,-2.27,-2.2199999999999998,-2.27,-2.2199999999999998
559,TlCuF3,1.0,"['Tl', 'Cu', 'F']",Tl,Cu,F,1.7,0.73,1.33,1,2,-1,1.62,1.9,3.98,2.328767123287671,0.5488721804511277,1.2781954887218043,-2.36,-2.08,-1.8199999999999998,-1.54
560,CsSnBr3,1.0,"['Cs', 'Sn', 'Br']",Cs,Sn,Br,1.88,1.15,1.96,1,2,-1,0.79,1.96,2.96,1.6347826086956523,0.586734693877551,0.9591836734693877,-2.17,-1.0,-2.65,-1.48
561,KCaCl3,1.0,"['K', 'Ca', 'Cl']",K,Ca,Cl,1.64,1.0,1.81,1,2,-1,0.82,1.0,3.16,1.64,0.5524861878453039,0.9060773480662982,-2.3400000000000003,-2.16,-2.62,-2.44
562,PbSnS3,0.0,"['Pb', 'Sn', 'S']",Pb,Sn,S,1.49,0.69,1.84,2,4,-2,2.33,1.96,2.58,2.1594202898550727,0.37499999999999994,0.8097826086956521,-0.25,-0.6200000000000001,-1.1099999999999999,-1.48
563,LaGaO3,1.0,"['La', 'Ga', 'O']",La,Ga,O,1.36,0.62,1.4,3,3,-2,1.1,1.81,3.44,2.1935483870967745,0.4428571428571429,0.9714285714285715,-2.34,-1.63,-2.34,-1.63
564,VLiCl3,0.0,"['V', 'Li', 'Cl']",V,Li,Cl,0.79,0.76,1.81,2,1,-1,1.63,0.98,3.16,1.0394736842105263,0.4198895027624309,0.43646408839779005,-1.5300000000000002,-2.18,-1.81,-2.46
565,BaPaO3,1.0,"['Ba', 'Pa', 'O']",Ba,Pa,O,1.61,0.9,1.4,2,4,-2,0.89,1.5,3.44,1.788888888888889,0.6428571428571429,1.1500000000000001,-2.55,-1.94,-2.55,-1.94
566,NaBiO3,0.0,"['Na', 'Bi', 'O']",Na,Bi,O,1.39,0.76,1.4,1,5,-2,0.93,2.02,3.44,1.8289473684210524,0.5428571428571429,0.9928571428571429,-2.51,-1.42,-2.51,-1.42
567,SrTiSe3,0.0,"['Sr', 'Ti', 'Se']",Sr,Ti,Se,1.44,0.605,1.98,2,4,-2,0.95,1.54,2.55,2.3801652892561984,0.3055555555555555,0.7272727272727273,-1.5999999999999999,-1.0099999999999998,-2.49,-1.9
568,PrGaO3,1.0,"['Pr', 'Ga', 'O']",Pr,Ga,O,1.179,0.62,1.4,3,3,-2,1.13,1.81,3.44,1.9016129032258065,0.4428571428571429,0.8421428571428572,-2.31,-1.63,-2.31,-1.63
569,CaLiBr3,0.0,"['Ca', 'Li', 'Br']",Ca,Li,Br,1.34,0.76,1.96,2,1,-1,1.0,0.98,2.96,1.7631578947368423,0.3877551020408163,0.6836734693877552,-1.96,-1.98,-2.44,-2.46
570,CsCaCl3,1.0,"['Cs', 'Ca', 'Cl']",Cs,Ca,Cl,1.88,1.0,1.81,1,2,-1,0.79,1.0,3.16,1.88,0.5524861878453039,1.0386740331491713,-2.37,-2.16,-2.65,-2.44
571,RbClO3,0.0,"['Rb', 'Cl', 'O']",Rb,Cl,O,1.72,0.12,1.4,1,5,-2,0.82,3.16,3.44,14.333333333333334,0.08571428571428572,1.2285714285714286,-2.62,-0.2799999999999998,-2.62,-0.2799999999999998
572,CsCoCl3,0.0,"['Cs', 'Co', 'Cl']",Cs,Co,Cl,1.88,0.745,1.81,1,2,-1,0.79,1.88,3.16,2.523489932885906,0.4116022099447514,1.0386740331491713,-2.37,-1.2800000000000002,-2.65,-1.56
573,LiVO3,0.0,"['Li', 'V', 'O']",Li,V,O,0.92,0.54,1.4,1,5,-2,0.98,1.63,3.44,1.7037037037037037,0.3857142857142858,0.6571428571428573,-2.46,-1.81,-2.46,-1.81
574,YBO3,0.0,"['Y', 'B', 'O']",Y,B,O,1.075,0.27,1.4,3,3,-2,1.22,2.04,3.44,3.981481481481481,0.1928571428571429,0.7678571428571429,-2.2199999999999998,-1.4,-2.2199999999999998,-1.4
575,CaVO3,1.0,"['Ca', 'V', 'O']",Ca,V,O,1.34,0.58,1.4,2,4,-2,1.0,1.63,3.44,2.3103448275862073,0.41428571428571426,0.9571428571428573,-2.44,-1.81,-2.44,-1.81
576,CeYbS3,0.0,"['Ce', 'Yb', 'S']",Ce,Yb,S,1.34,0.868,1.84,3,3,-2,1.12,1.1,2.58,1.543778801843318,0.4717391304347826,0.7282608695652174,-1.46,-1.48,-2.32,-2.34
577,TbCrO3,1.0,"['Tb', 'Cr', 'O']",Tb,Cr,O,1.095,0.615,1.4,3,3,-2,1.1,1.66,3.44,1.7804878048780488,0.43928571428571433,0.7821428571428571,-2.34,-1.78,-2.34,-1.78
578,AgMnF3,1.0,"['Ag', 'Mn', 'F']",Ag,Mn,F,1.28,0.83,1.33,1,2,-1,1.93,1.55,3.98,1.5421686746987953,0.6240601503759398,0.9624060150375939,-2.05,-2.4299999999999997,-1.51,-1.89
579,FeAlO3,0.0,"['Fe', 'Al', 'O']",Fe,Al,O,0.78,0.535,1.4,3,3,-2,1.83,1.61,3.44,1.4579439252336448,0.3821428571428572,0.5571428571428572,-1.6099999999999999,-1.8299999999999998,-1.6099999999999999,-1.8299999999999998
580,LaBO3,0.0,"['La', 'B', 'O']",La,B,O,1.36,0.27,1.4,3,3,-2,1.1,2.04,3.44,5.037037037037037,0.1928571428571429,0.9714285714285715,-2.34,-1.4,-2.34,-1.4
581,CsCaF3,1.0,"['Cs', 'Ca', 'F']",Cs,Ca,F,1.88,1.0,1.33,1,2,-1,0.79,1.0,3.98,1.88,0.7518796992481203,1.413533834586466,-3.19,-2.98,-2.65,-2.44
582,HoMnO3,1.0,"['Ho', 'Mn', 'O']",Ho,Mn,O,1.12,0.645,1.4,3,3,-2,1.23,1.55,3.44,1.736434108527132,0.46071428571428574,0.8000000000000002,-2.21,-1.89,-2.21,-1.89
583,CsYbI3,1.0,"['Cs', 'Yb', 'I']",Cs,Yb,I,1.88,1.02,2.2,1,2,-1,0.79,1.1,2.66,1.8431372549019607,0.4636363636363636,0.8545454545454544,-1.87,-1.56,-2.65,-2.34
584,NaBrO3,0.0,"['Na', 'Br', 'O']",Na,Br,O,1.39,0.31,1.4,1,5,-2,0.93,2.96,3.44,4.483870967741935,0.22142857142857145,0.9928571428571429,-2.51,-0.48,-2.51,-0.48
585,CsDyI3,1.0,"['Cs', 'Dy', 'I']",Cs,Dy,I,1.88,1.07,2.2,1,2,-1,0.79,1.22,2.66,1.7570093457943923,0.48636363636363633,0.8545454545454544,-1.87,-1.4400000000000002,-2.65,-2.2199999999999998
586,LaYbS3,1.0,"['La', 'Yb', 'S']",La,Yb,S,1.36,0.868,1.84,3,3,-2,1.1,1.1,2.58,1.566820276497696,0.4717391304347826,0.7391304347826088,-1.48,-1.48,-2.34,-2.34
587,HoFeO3,1.0,"['Ho', 'Fe', 'O']",Ho,Fe,O,1.12,0.645,1.4,3,3,-2,1.23,1.83,3.44,1.736434108527132,0.46071428571428574,0.8000000000000002,-2.21,-1.6099999999999999,-2.21,-1.6099999999999999
588,TlFeF3,1.0,"['Tl', 'Fe', 'F']",Tl,Fe,F,1.7,0.78,1.33,1,2,-1,1.62,1.83,3.98,2.1794871794871793,0.5864661654135338,1.2781954887218043,-2.36,-2.15,-1.8199999999999998,-1.6099999999999999
589,SrRuO3,1.0,"['Sr', 'Ru', 'O']",Sr,Ru,O,1.44,0.62,1.4,2,4,-2,0.95,2.2,3.44,2.32258064516129,0.4428571428571429,1.0285714285714287,-2.49,-1.2399999999999998,-2.49,-1.2399999999999998
590,CsSrI3,0.0,"['Cs', 'Sr', 'I']",Cs,Sr,I,1.88,1.18,2.2,1,2,-1,0.79,0.95,2.66,1.5932203389830508,0.5363636363636363,0.8545454545454544,-1.87,-1.7100000000000002,-2.65,-2.49
591,BaTeO3,0.0,"['Ba', 'Te', 'O']",Ba,Te,O,1.61,0.97,1.4,2,4,-2,0.89,2.1,3.44,1.6597938144329898,0.6928571428571428,1.1500000000000001,-2.55,-1.3399999999999999,-2.55,-1.3399999999999999
592,CeScS3,1.0,"['Ce', 'Sc', 'S']",Ce,Sc,S,1.34,0.745,1.84,3,3,-2,1.12,1.36,2.58,1.7986577181208054,0.40489130434782605,0.7282608695652174,-1.46,-1.22,-2.32,-2.08
593,KMnCl3,1.0,"['K', 'Mn', 'Cl']",K,Mn,Cl,1.64,0.83,1.81,1,2,-1,0.82,1.55,3.16,1.9759036144578312,0.45856353591160215,0.9060773480662982,-2.3400000000000003,-1.61,-2.62,-1.89
594,BaHfS3,1.0,"['Ba', 'Hf', 'S']",Ba,Hf,S,1.61,0.71,1.84,2,4,-2,0.89,1.3,2.58,2.267605633802817,0.38586956521739124,0.875,-1.69,-1.28,-2.55,-2.1399999999999997
595,SrTiS3,0.0,"['Sr', 'Ti', 'S']",Sr,Ti,S,1.44,0.605,1.84,2,4,-2,0.95,1.54,2.58,2.3801652892561984,0.3288043478260869,0.7826086956521738,-1.6300000000000001,-1.04,-2.49,-1.9
596,NiMnO3,0.0,"['Ni', 'Mn', 'O']",Ni,Mn,O,0.69,0.53,1.4,2,4,-2,1.91,1.55,3.44,1.3018867924528301,0.3785714285714286,0.4928571428571428,-1.53,-1.89,-1.53,-1.89
597,CdCuCl3,0.0,"['Cd', 'Cu', 'Cl']",Cd,Cu,Cl,1.31,0.77,1.81,2,1,-1,1.69,1.9,3.16,1.7012987012987013,0.425414364640884,0.7237569060773481,-1.4700000000000002,-1.2600000000000002,-1.75,-1.54
598,NaVO3,0.0,"['Na', 'V', 'O']",Na,V,O,1.39,0.54,1.4,1,5,-2,0.93,1.63,3.44,2.5740740740740735,0.3857142857142858,0.9928571428571429,-2.51,-1.81,-2.51,-1.81
599,LaScS3,1.0,"['La', 'Sc', 'S']",La,Sc,S,1.36,0.745,1.84,3,3,-2,1.1,1.36,2.58,1.8255033557046982,0.40489130434782605,0.7391304347826088,-1.48,-1.22,-2.34,-2.08
600,CsVCl3,0.0,"['Cs', 'V', 'Cl']",Cs,V,Cl,1.88,0.79,1.81,1,2,-1,0.79,1.63,3.16,2.3797468354430378,0.43646408839779005,1.0386740331491713,-2.37,-1.5300000000000002,-2.65,-1.81
601,KBaF3,0.0,"['K', 'Ba', 'F']",K,Ba,F,1.64,1.35,1.33,1,2,-1,0.82,0.89,3.98,1.2148148148148146,1.0150375939849625,1.2330827067669172,-3.16,-3.09,-2.62,-2.55
602,PbNbS3,0.0,"['Pb', 'Nb', 'S']",Pb,Nb,S,1.49,0.68,1.84,2,4,-2,2.33,1.6,2.58,2.191176470588235,0.3695652173913044,0.8097826086956521,-0.25,-0.98,-1.1099999999999999,-1.8399999999999999
603,LaFeO3,1.0,"['La', 'Fe', 'O']",La,Fe,O,1.36,0.645,1.4,3,3,-2,1.1,1.83,3.44,2.108527131782946,0.46071428571428574,0.9714285714285715,-2.34,-1.6099999999999999,-2.34,-1.6099999999999999
604,DyNiO3,1.0,"['Dy', 'Ni', 'O']",Dy,Ni,O,1.083,0.6,1.4,3,3,-2,1.22,1.91,3.44,1.805,0.4285714285714286,0.7735714285714286,-2.2199999999999998,-1.53,-2.2199999999999998,-1.53
605,PbTiS3,0.0,"['Pb', 'Ti', 'S']",Pb,Ti,S,1.49,0.605,1.84,2,4,-2,2.33,1.54,2.58,2.462809917355372,0.3288043478260869,0.8097826086956521,-0.25,-1.04,-1.1099999999999999,-1.9
606,NdNiO3,1.0,"['Nd', 'Ni', 'O']",Nd,Ni,O,1.27,0.6,1.4,3,3,-2,1.14,1.91,3.44,2.1166666666666667,0.4285714285714286,0.9071428571428573,-2.3,-1.53,-2.3,-1.53
607,AgBrO3,0.0,"['Ag', 'Br', 'O']",Ag,Br,O,1.28,0.31,1.4,1,5,-2,1.93,2.96,3.44,4.129032258064516,0.22142857142857145,0.9142857142857144,-1.51,-0.48,-1.51,-0.48
608,LuCrO3,1.0,"['Lu', 'Cr', 'O']",Lu,Cr,O,1.032,0.615,1.4,3,3,-2,1.27,1.66,3.44,1.678048780487805,0.43928571428571433,0.7371428571428572,-2.17,-1.78,-2.17,-1.78
609,TlGeI3,0.0,"['Tl', 'Ge', 'I']",Tl,Ge,I,1.7,0.73,2.2,1,2,-1,1.62,2.01,2.66,2.328767123287671,0.3318181818181818,0.7727272727272726,-1.04,-0.6500000000000004,-1.8199999999999998,-1.4300000000000002
610,AgPO3,0.0,"['Ag', 'P', 'O']",Ag,P,O,1.28,0.38,1.4,1,5,-2,1.93,2.19,3.44,3.3684210526315788,0.27142857142857146,0.9142857142857144,-1.51,-1.25,-1.51,-1.25
611,CsSrCl3,1.0,"['Cs', 'Sr', 'Cl']",Cs,Sr,Cl,1.88,1.18,1.81,1,2,-1,0.79,0.95,3.16,1.5932203389830508,0.6519337016574586,1.0386740331491713,-2.37,-2.21,-2.65,-2.49
612,AlBO3,0.0,"['Al', 'B', 'O']",Al,B,O,0.535,0.27,1.4,3,3,-2,1.61,2.04,3.44,1.9814814814814814,0.1928571428571429,0.3821428571428572,-1.8299999999999998,-1.4,-1.8299999999999998,-1.4
613,CsPbI3,1.0,"['Cs', 'Pb', 'I']",Cs,Pb,I,1.88,1.19,2.2,1,2,-1,0.79,2.33,2.66,1.5798319327731092,0.5409090909090909,0.8545454545454544,-1.87,-0.33000000000000007,-2.65,-1.1099999999999999
614,VCrO3,0.0,"['V', 'Cr', 'O']",V,Cr,O,0.64,0.615,1.4,3,3,-2,1.63,1.66,3.44,1.0406504065040652,0.43928571428571433,0.4571428571428572,-1.81,-1.78,-1.81,-1.78
615,CsTiI3,0.0,"['Cs', 'Ti', 'I']",Cs,Ti,I,1.88,0.86,2.2,1,2,-1,0.79,1.54,2.66,2.186046511627907,0.3909090909090909,0.8545454545454544,-1.87,-1.12,-2.65,-1.9
616,CoCO3,0.0,"['Co', 'C', 'O']",Co,C,O,0.9,0.16,1.4,2,4,-2,1.88,2.55,3.44,5.625,0.1142857142857143,0.6428571428571429,-1.56,-0.8900000000000001,-1.56,-0.8900000000000001
617,YNiO3,1.0,"['Y', 'Ni', 'O']",Y,Ni,O,1.075,0.6,1.4,3,3,-2,1.22,1.91,3.44,1.7916666666666667,0.4285714285714286,0.7678571428571429,-2.2199999999999998,-1.53,-2.2199999999999998,-1.53
618,PbVS3,0.0,"['Pb', 'V', 'S']",Pb,V,S,1.49,0.58,1.84,2,4,-2,2.33,1.63,2.58,2.5689655172413794,0.3152173913043478,0.8097826086956521,-0.25,-0.9500000000000002,-1.1099999999999999,-1.81
619,KClO3,0.0,"['K', 'Cl', 'O']",K,Cl,O,1.64,0.12,1.4,1,5,-2,0.82,3.16,3.44,13.666666666666666,0.08571428571428572,1.1714285714285715,-2.62,-0.2799999999999998,-2.62,-0.2799999999999998
620,CaLiF3,0.0,"['Ca', 'Li', 'F']",Ca,Li,F,1.34,0.76,1.33,2,1,-1,1.0,0.98,3.98,1.7631578947368423,0.5714285714285714,1.0075187969924813,-2.98,-3.0,-2.44,-2.46
621,PuCrO3,1.0,"['Pu', 'Cr', 'O']",Pu,Cr,O,0.96,0.8,1.4,4,2,-2,1.28,1.66,3.44,1.2,0.5714285714285715,0.6857142857142857,-2.16,-1.78,-2.16,-1.78
622,LaTlO3,0.0,"['La', 'Tl', 'O']",La,Tl,O,1.36,0.885,1.4,3,3,-2,1.1,1.62,3.44,1.536723163841808,0.6321428571428572,0.9714285714285715,-2.34,-1.8199999999999998,-2.34,-1.8199999999999998
623,BaNiO3,0.0,"['Ba', 'Ni', 'O']",Ba,Ni,O,1.61,0.48,1.4,2,4,-2,0.89,1.91,3.44,3.354166666666667,0.34285714285714286,1.1500000000000001,-2.55,-1.53,-2.55,-1.53
624,BaIrO3,1.0,"['Ba', 'Ir', 'O']",Ba,Ir,O,1.61,0.625,1.4,2,4,-2,0.89,2.2,3.44,2.576,0.44642857142857145,1.1500000000000001,-2.55,-1.2399999999999998,-2.55,-1.2399999999999998
625,RbMnCl3,1.0,"['Rb', 'Mn', 'Cl']",Rb,Mn,Cl,1.72,0.83,1.81,1,2,-1,0.82,1.55,3.16,2.072289156626506,0.45856353591160215,0.9502762430939226,-2.3400000000000003,-1.61,-2.62,-1.89
626,EuZrS3,1.0,"['Eu', 'Zr', 'S']",Eu,Zr,S,1.35,0.72,1.84,2,4,-2,1.2,1.33,2.58,1.8750000000000002,0.3913043478260869,0.7336956521739131,-1.3800000000000001,-1.25,-2.24,-2.11
627,RbCdCl3,1.0,"['Rb', 'Cd', 'Cl']",Rb,Cd,Cl,1.72,0.95,1.81,1,2,-1,0.82,1.69,3.16,1.8105263157894738,0.5248618784530387,0.9502762430939226,-2.3400000000000003,-1.4700000000000002,-2.62,-1.75
628,EuHfS3,1.0,"['Eu', 'Hf', 'S']",Eu,Hf,S,1.35,0.71,1.84,2,4,-2,1.2,1.3,2.58,1.9014084507042255,0.38586956521739124,0.7336956521739131,-1.3800000000000001,-1.28,-2.24,-2.1399999999999997
629,MnLiF3,0.0,"['Mn', 'Li', 'F']",Mn,Li,F,0.96,0.76,1.33,2,1,-1,1.55,0.98,3.98,1.263157894736842,0.5714285714285714,0.7218045112781954,-2.4299999999999997,-3.0,-1.89,-2.46
630,TlNO3,0.0,"['Tl', 'N', 'O']",Tl,N,O,1.7,0.13,1.4,1,5,-2,1.62,3.04,3.44,13.076923076923077,0.09285714285714286,1.2142857142857144,-1.8199999999999998,-0.3999999999999999,-1.8199999999999998,-0.3999999999999999
631,SrTeO3,0.0,"['Sr', 'Te', 'O']",Sr,Te,O,1.44,0.97,1.4,2,4,-2,0.95,2.1,3.44,1.4845360824742269,0.6928571428571428,1.0285714285714287,-2.49,-1.3399999999999999,-2.49,-1.3399999999999999
632,CsCrCl3,0.0,"['Cs', 'Cr', 'Cl']",Cs,Cr,Cl,1.88,0.8,1.81,1,2,-1,0.79,1.66,3.16,2.3499999999999996,0.44198895027624313,1.0386740331491713,-2.37,-1.5000000000000002,-2.65,-1.78
633,RbPbI3,0.0,"['Rb', 'Pb', 'I']",Rb,Pb,I,1.72,1.19,2.2,1,2,-1,0.82,2.33,2.66,1.4453781512605042,0.5409090909090909,0.7818181818181817,-1.8400000000000003,-0.33000000000000007,-2.62,-1.1099999999999999
634,YYbO3,0.0,"['Y', 'Yb', 'O']",Y,Yb,O,1.075,0.868,1.4,3,3,-2,1.22,1.1,3.44,1.238479262672811,0.62,0.7678571428571429,-2.2199999999999998,-2.34,-2.2199999999999998,-2.34
635,KNbO3,1.0,"['K', 'Nb', 'O']",K,Nb,O,1.64,0.64,1.4,1,5,-2,0.82,1.6,3.44,2.5625,0.4571428571428572,1.1714285714285715,-2.62,-1.8399999999999999,-2.62,-1.8399999999999999
636,CsPbBr3,1.0,"['Cs', 'Pb', 'Br']",Cs,Pb,Br,1.88,1.19,1.96,1,2,-1,0.79,2.33,2.96,1.5798319327731092,0.6071428571428571,0.9591836734693877,-2.17,-0.6299999999999999,-2.65,-1.1099999999999999
637,LaInO3,1.0,"['La', 'In', 'O']",La,In,O,1.36,0.8,1.4,3,3,-2,1.1,1.78,3.44,1.7,0.5714285714285715,0.9714285714285715,-2.34,-1.66,-2.34,-1.66
638,RbPbF3,1.0,"['Rb', 'Pb', 'F']",Rb,Pb,F,1.72,1.19,1.33,1,2,-1,0.82,2.33,3.98,1.4453781512605042,0.894736842105263,1.2932330827067668,-3.16,-1.65,-2.62,-1.1099999999999999
639,MgSeO3,0.0,"['Mg', 'Se', 'O']",Mg,Se,O,0.89,0.5,1.4,2,4,-2,1.31,2.55,3.44,1.78,0.35714285714285715,0.6357142857142858,-2.13,-0.8900000000000001,-2.13,-0.8900000000000001
640,NdGaO3,1.0,"['Nd', 'Ga', 'O']",Nd,Ga,O,1.27,0.62,1.4,3,3,-2,1.14,1.81,3.44,2.0483870967741935,0.4428571428571429,0.9071428571428573,-2.3,-1.63,-2.3,-1.63
641,MgCO3,0.0,"['Mg', 'C', 'O']",Mg,C,O,0.89,0.16,1.4,2,4,-2,1.31,2.55,3.44,5.5625,0.1142857142857143,0.6357142857142858,-2.13,-0.8900000000000001,-2.13,-0.8900000000000001
